,id,title,all
441,9928,Robots,chris wedge robin williams animation inventor
442,754,Face/Off,john woo john travolta action undercover
443,10202,Bedtime Stories,adam shankman adam sandler fantasy wishes come true
444,4147,Road to Perdition,sam mendes tom hanks thriller based on graphic novel
445,50546,Just Go with It,dennis dugan adam sandler romance beach
446,1701,Con Air,simon west nicolas cage action prison
447,13027,Eagle Eye,d.j. caruso shia labeouf mystery artificial intelligence
448,2289,Cold Mountain,anthony minghella jude law drama loss of lover
449,20504,The Book of Eli,albert hughes denzel washington action book
450,9574,Flubber,les mayfield robin williams comedy wedding vows
451,11618,The Haunting,jan de bont liam neeson horror based on novel
452,2300,Space Jam,joe pytka michael jordan animation sport
453,12096,The Pink Panther,shawn levy steve martin action robbery
454,10200,The Day the Earth Stood Still,scott derrickson keanu reeves drama extraterrestrial technology
455,8834,Conspiracy Theory,richard donner mel gibson action new york
456,228150,Fury,david ayer brad pitt war world war ii
457,6068,Six Days Seven Nights,ivan reitman harrison ford action overleven
458,41515,Yogi Bear,eric brevig dan aykroyd comedy picnic
459,9023,Spirit: Stallion of the Cimarron,kelly asbury matt damon western human being
460,38317,Zookeeper,frank coraci kevin james comedy talking animal
461,2157,Lost in Space,stephen hopkins gary oldman adventure time travel
462,14462,The Manchurian Candidate,jonathan demme denzel washington drama senator
463,161795,Déjà Vu,henry jaglom stephen dillane romance love
464,159824,Hotel Transylvania 2,genndy tartakovsky adam sandler animation transylvania
465,49948,Fantasia 2000,james algar steve martin animation orchestra
466,2135,The Time Machine,simon wells guy pearce science fiction future
467,9822,Mighty Joe Young,ron underwood charlize theron action gorilla
468,9705,Swordfish,dominic sena john travolta action female nudity
469,1656,The Legend of Zorro,martin campbell antonio banderas action california
470,12159,What Dreams May Come,vincent ward robin williams drama paradise
471,9678,Little Nicky,steven brill adam sandler comedy father son relationship
472,4442,The Brothers Grimm,terry gilliam heath ledger adventure brother brother relationship
473,75,Mars Attacks!,tim burton jack nicholson comedy saving the world
474,330770,Evolution,lucile hadzihalilovic max brebant mystery nurse
475,9433,The Edge,lee tamahori alec baldwin action photographer
476,19959,Surrogates,jonathan mostow bruce willis action clone
477,11973,Thirteen Days,roger donaldson kevin costner drama usa president
478,11228,Daylight,rob cohen sylvester stallone action taxi
479,77951,Walking With Dinosaurs,barry cook charlie rowe animation dinosaur
480,5491,Battlefield Earth,roger christian john travolta action based on novel
481,10715,Looney Tunes: Back in Action,joe dante brendan fraser animation spy
482,10197,Nine,rob marshall judi dench drama memory
483,9562,Timeline,richard donner paul walker action professor
484,9922,The Postman,kevin costner kevin costner drama usa
485,9447,Babe: Pig in the City,george miller james cromwell adventure piggy bank
486,274854,The Last Witch Hunter,breck eisner vin diesel fantasy new york
487,8870,Red Planet,antony hoffman val kilmer thriller mars
488,9992,Arthur and the Invisibles,luc besson freddie highmore adventure grandfather grandson relationship
489,36970,Oceans,jacques perrin pierce brosnan documentary ocean
490,10077,A Sound of Thunder,peter hyams heike makatsch thriller dying and death
491,76649,Pompeii,paul w.s. anderson kit harington action gladiator
492,293644,Top Cat Begins,andrés couturier jason harris comedy 3d
493,453,A Beautiful Mind,ron howard russell crowe drama individual
494,8587,The Lion King,roger allers jonathan taylor thomas family loss of parents
495,72545,Journey 2: The Mysterious Island,brad peyton dwayne johnson adventure mission
496,109451,Cloudy with a Chance of Meatballs 2,cody cameron bill hader animation inventor
497,9533,Red Dragon,brett ratner anthony hopkins crime psychopath
498,2023,Hidalgo,joe johnston viggo mortensen western horse race
499,71880,Jack and Jill,dennis dugan adam sandler comedy duringcreditsstinger
500,584,2 Fast 2 Furious,john singleton paul walker action miami
501,309809,The Little Prince,mark osborne jeff bridges adventure philosophy
502,4858,The Invasion,oliver hirschbiegel nicole kidman science fiction remake
503,17711,The Adventures of Rocky & Bullwinkle,des mcanuff rene russo action adventure
504,328111,The Secret Life of Pets,chris renaud louis c.k. animation pet
505,8698,The League of Extraordinary Gentlemen,stephen norrington sean connery fantasy saving the world
506,93456,Despicable Me 2,pierre coffin steve carell animation secret agent
507,602,Independence Day,roland emmerich will smith action spacecraft
508,330,The Lost World: Jurassic Park,steven spielberg jeff goldblum adventure exotic island
509,953,Madagascar,eric darnell ben stiller family lion
510,9693,Children of Men,alfonso cuarón clive owen drama police state
511,36657,X-Men,bryan singer patrick stewart adventure mutant
512,8909,Wanted,timur bekmambetov angelina jolie action assassin
513,9802,The Rock,michael bay sean connery action san francisco
514,950,Ice Age: The Meltdown,carlos saldanha ray romano animation mammoth
515,1824,50 First Dates,peter segal adam sandler comedy deja vu
516,2976,Hairspray,adam shankman john travolta family races
517,11026,Exorcist: The Beginning,renny harlin stellan skarsgård horror secret
518,332,Inspector Gadget,david kellogg matthew broderick action gadget
519,75656,Now You See Me,louis leterrier jesse eisenberg thriller paris
520,38365,Grown Ups,dennis dugan adam sandler comedy overweight
521,594,The Terminal,steven spielberg tom hanks comedy new york
522,15189,Hotel for Dogs,thor freudenthal emma roberts comedy adoption
523,11678,Vertical Limit,martin campbell chris o'donnell action himalaya
524,6538,Charlie Wilson's War,mike nichols tom hanks comedy washington d.c.
525,10555,Shark Tale,vicky jenson will smith animation fish
526,1125,Dreamgirls,bill condon jamie foxx drama music record
527,4551,Be Cool,f. gary gray john travolta comedy baseball bat
528,612,Munich,steven spielberg eric bana drama paris
529,9567,Tears of the Sun,antoine fuqua bruce willis action u.s. army
530,37821,Killers,robert luketic katherine heigl action assassin
531,203801,The Man from U.N.C.L.E.,guy ritchie henry cavill comedy spy
532,2539,Spanglish,james l. brooks adam sandler comedy upper class
533,9297,Monster House,gil kenan ryan newman animation monster
534,3172,Bandits,barry levinson bruce willis action prison
535,6520,First Knight,jerry zucker sean connery action camelot
536,1439,Anna and the King,andy tennant jodie foster drama civil war
537,37958,Immortals,tarsem singh mickey rourke fantasy poison
538,2026,Hostage,florent-emilio siri bruce willis mystery fbi
539,7450,Titan A.E.,gary goldman matt damon animation monster
540,11375,Hollywood Homicide,ron shelton harrison ford action rap music
541,9425,Soldier,paul w.s. anderson kurt russell action space marine
542,25769,Carriers,àlex pastor lou taylor pucci action beach
543,23685,Monkeybone,henry selick brendan fraser adventure parallel world
544,11866,Flight of the Phoenix,john moore dennis quaid action robbery
545,9741,Unbreakable,m. night shyamalan bruce willis science fiction father son relationship
546,211672,Minions,kyle balda sandra bullock family assistant
547,23629,Sucker Punch,zack snyder emily browning action brothel
548,8688,Snake Eyes,brian de palma nicolas cage crime casino
549,10153,Sphere,barry levinson dustin hoffman science fiction ocean
550,153518,The Angry Birds Movie,fergal reilly jason sudeikis family island
551,8676,Fool's Gold,andy tennant matthew mcconaughey romance helicopter
552,20829,Funny People,judd apatow adam sandler comedy comedian
553,4349,The Kingdom,peter berg jamie foxx thriller assassination
554,9718,Talladega Nights: The Ballad of Ricky Bobby,adam mckay will ferrell comedy north carolina
555,10808,Dr. Dolittle 2,steve carr eddie murphy comedy veterinarian
556,197,Braveheart,mel gibson mel gibson action individual
557,25,Jarhead,sam mendes jamie foxx drama sniper
558,35,The Simpsons Movie,david silverman dan castellaneta animation father son relationship
559,11086,The Majestic,frank darabont jim carrey drama california
560,10477,Driven,renny harlin kip pardue action competition
561,1997,Two Brothers,jean-jacques annaud maï anh le adventure brother brother relationship
562,6947,The Village,m. night shyamalan bryce dallas howard drama secret
563,3050,Doctor Dolittle,betty thomas eddie murphy comedy talking to animals
564,2675,Signs,m. night shyamalan mel gibson drama symbolism
565,809,Shrek 2,andrew adamson mike myers adventure prison
566,920,Cars,john lasseter owen wilson animation car race
567,4806,Runaway Bride,garry marshall julia roberts comedy small town
568,7451,xXx,rob cohen vin diesel action sports car
569,228165,The SpongeBob Movie: Sponge Out of Water,paul tibbitt tom kenny animation ocean
570,3595,Ransom,ron howard mel gibson action bounty
571,16869,Inglourious Basterds,quentin tarantino brad pitt drama paris
572,879,Hook,steven spielberg robin williams adventure flying
573,1573,Die Hard 2,renny harlin bruce willis action ambush
574,9257,S.W.A.T.,clark johnson samuel l. jackson action liberation
575,1903,Vanilla Sky,cameron crowe tom cruise drama amnesia
576,9697,Lady in the Water,m. night shyamalan paul giamatti drama fortune teller
577,395,AVP: Alien vs. Predator,paul w.s. anderson sanaa lathan adventure saving the world
578,23398,Alvin and the Chipmunks: The Squeakquel,betty thomas zachary levi comedy chipmunk
579,10590,We Were Soldiers,randall wallace mel gibson action vietnam veteran
580,117263,Olympus Has Fallen,antoine fuqua gerard butler action white house
581,200,Star Trek: Insurrection,jonathan frakes patrick stewart science fiction space opera
582,44943,Battle: Los Angeles,jonathan liebesman aaron eckhart action saving the world
583,587,Big Fish,tim burton ewan mcgregor adventure circus
584,10395,Wolf,mike nichols jack nicholson fantasy adultery
585,57212,War Horse,steven spielberg tom hiddleston drama world war i
586,152760,The Monuments Men,george clooney matt damon war world war ii
587,2756,The Abyss,james cameron ed harris adventure ocean
588,33909,Wall Street: Money Never Sleeps,oliver stone michael douglas drama duringcreditsstinger
589,49017,Dracula Untold,gary shore luke evans horror vampire
590,9882,The Siege,edward zwick denzel washington drama islam
591,2270,Stardust,matthew vaughn claire danes adventure witch
592,978,Seven Years in Tibet,jean-jacques annaud brad pitt adventure buddhism
593,44564,The Dilemma,ron howard kevin james comedy adultery
594,3132,Bad Company,joel schumacher anthony hopkins action ambush
595,8814,Doom,andrzej bartkowiak dwayne johnson adventure teleportation
596,8427,I Spy,betty thomas eddie murphy action budapest
597,52520,Underworld: Awakening,måns mårlind kate beckinsale fantasy vampire
598,80585,Rock of Ages,adam shankman julianne hough comedy musical
599,10592,Hart's War,gregory hoblit bruce willis drama black people
600,49021,Killer Elite,gary mckendry jason statham action rescue
601,11535,Rollerball,john mctiernan chris klein action manager
602,10550,Ballistic: Ecks vs. Sever,wych kaosayananda antonio banderas action loss of family
603,11258,Hard Rain,mikael salomon morgan freeman thriller sheriff
604,12610,Osmosis Jones,bobby farrelly chris rock adventure cold
606,201088,Blackhat,michael mann chris hemsworth crime terrorist
607,5137,Sky Captain and the World of Tomorrow,kerry conran jude law mystery london england
608,3093,Basic Instinct 2,michael caton-jones sharon stone crime male nudity
609,107846,Escape Plan,mikael håfström sylvester stallone action prison
610,188207,The Legend of Hercules,renny harlin kellan lutz action mythology
611,4614,The Sum of All Fears,phil alden robinson ben affleck thriller cia
612,24021,The Twilight Saga: Eclipse,david slade kristen stewart adventure vampire
613,11371,The Score,frank oz robert de niro action quebec
614,20352,Despicable Me,pierre coffin steve carell animation adoptive father
615,11517,Money Train,joseph ruben wesley snipes action brother brother relationship
616,214756,Ted 2,seth macfarlane mark wahlberg comedy sperm bank
617,26428,Agora,alejandro amenábar rachel weisz adventure christianity
